文章总数: 11 篇
==============================

1. 微信公众号 -  (广西壮族自治区人民政府关于印发《广西壮族自治区国土空间规划(2021—2035年)》的通知(桂政发〔2024〕4号)) 2024-09-10 维稳咨讯指南   维稳咨讯指南

-----------------------------------------------------------------------------

文字快照 :http://mp.weixin.qq.com/s?__biz=MzA4MDg1ODY1Mg==&mid=2247495943&idx=3&sn=e0014507677e11db14d5f98db6425952

各市、县人民政府,自治区人民政府各组成部门、各直属机构: 

《广西壮族自治区国土空间规划(2021—2035年)》已经国务院批复同意,现印发给你们,请认真组织实施。 

广西壮族自治区人民政府 

2024年2月2日 

(此文有删减) 

广西壮族自治区国土空间规划 

(2021—2035年) 

目  录 
培育一批自然审美特征与人文价值突出的重点区域,加强历史城市传统风貌保护与城市文化品牌塑造,促进自然与文化旅游重点目的地的优化发展,强化广西山水人文魅力空间支撑。

1.桂东北:中国传统山水人居与喀斯特峰林平原景观区

(1)重点区域:桂北地文与生物自然景观单元;湘桂古道及周边、潇贺古道及周边、三江—融水—罗城等3处历史人文单元;漓江山水历史自然复合型单元;

(2)主要历史城市:桂林、贺州市;

(3)自然与文化旅游重点目的地:三江侗寨、龙胜梯田、阳朔山水、越城岭—八角寨、大苗山。

2.桂西:少数民族文化与岩溶河谷生态景观区

(1)重点区域:桂西岩溶自然景观单元;百色盆地历史人文单元;东巴凤历史自然复合型单元;

(2)主要历史城市:百色市;

(3)自然与文化旅游重点目的地:环江喀斯特世界自然遗产地、乐业大石围天坑群。

3.桂西南:边疆文化与珍稀特有动植物景观区

(1)重点区域:桂西南边山自然景观、十万大山自然景观等2处自然景观单元;崇左沿边沿江历史自然复合型单元;

(2)自然与文化旅游重点目的地:中越边关要塞群、花山岩画、德天瀑布。

4.桂东南:岭南文化与西江流域景观区

(1)重点区域:玉林盆地历史人文单元;大瑶山—金秀瑶族历史自然复合型单元;

(2)主要历史城市:梧州市;

(3)自然与文化旅游重点目的地:大瑶山、桂平西山—大藤峡。

5.北部湾:沿海近代特色风貌与近海生态景观区

(1)重点区域:北部湾滨海自然景观单元;

(2)主要历史城市:北海、钦州市;

(3)自然与文化旅游重点目的地:涠洲岛。

6.其他重要节点

(1)主要历史城市:南宁、柳州市;

(2)自然与文化旅游重点目的地:隆安县、大明山。 

第三节  彰显秀美壮丽的城乡特色 

引导建设山水人文城镇。依托山水格局和自然条件,形成城镇空间与自然生态相互嵌套的布局模式,塑造以喀斯特地貌为基底的山水风貌特色和民族文化、红色文化、边疆文化等交融发展的城镇人文特色。保护和恢复自然山水,对凸显喀斯特地貌特征的山体,应保证在主要景观节点可见;对南宁、贵港、百色、崇左等具有自然湖泊的地区,应维持湖泊水体现状规模,保护、恢复周边湿地;对北海、钦州、防城港等滨海城市,应加强自然岸线和滨海自然景观的保护,彰显海丝文化特色。 

加强城镇周边自然生态空间管控,促进城镇与自然山水有机融合。加强对城镇开发边界和周边区域自然山水要素的保护,尽量保留自然山水要素的肌理形态。保护延续城镇所处的山、水、城传统格局,严格控制城镇背景山体坡面和入城通道两侧的速生桉种植面积,避免植被单一化,推进营造混交林,鼓励补植风景林,营造多样的非建设空间景观。塑造山水交融、古色古香的小镇风貌,传承圩集文化。 

营造具有桂风壮韵特色的村容村貌。充分彰显不同地域村庄在自然条件、生产方式和布局形态方面的特色,加强村庄风貌引导,以农房为主体,利用古树、池塘等自然景观和牌坊、古祠等人文景观,打造田园牧歌、青山绿水、温馨和谐的美丽乡村。对桂东北山地河谷类乡村聚落,应注重文化空间与自然生态空间、民族文化、非物质文化遗产的统筹协调。对桂东南、桂西南丘陵平原类乡村聚落,重视对“依山傍水临田”的乡土文化与农业文化格局的整体塑造,结合岭南文化的传统风俗习惯,加强村落文化建设。对滨海类乡村聚落,注重将海洋生态景观和村落所承载的边防文化、珍珠文化、海丝文化相融合,体现渔乡风情和水乡风韵。 

第十章  衔接“一带一路”,推动内外开放与区域协同 

推动国土空间开放协同,支撑广西更好融入共建“一带一路”,推进高水平共建西部陆海新通道,促进区域协调发展新格局协同落地,推动边境地区和特殊地区加快发展,统筹重点流域保护和治理,提高发展均衡性和协调性。 

第一节  保障对外开放与国际合作 

加快构建面向东盟的国际大通道、打造西南中南地区开放发展新的战略支点、形成21世纪海上丝绸之路和丝绸之路经济带有机衔接的重要门户,加快建成连接中国与东盟时空距离最短、空间效率最优的陆海新通道。 

重点保障西部陆海新通道建设。支持“三主三辅”西部陆海新通道和广西北部湾国际门户港建设,加强北海铁山港、钦州港、防城港等枢纽能级提升,加快国际航运物流枢纽工程建设,加密东盟及远洋航线,推进江海边联动工程建设,支持南宁国家物流枢纽和南宁临空经济示范区建设,支持以南宁吴圩国际机场、桂林两江国际机场为中心的国际航空中转枢纽建设,构建便利顺畅的中国—东盟空中走廊,支持在南宁、柳州、钦州、防城港、百色等市的关键节点建设物流园区,提升物流和贸易服务水平,优先保障项目建设所需的用地空间。 

专栏16  西部陆海新通道建设重点 

1.西部陆海新通道“三主三辅”通道:

(1)三条主通路:自重庆经贵阳、南宁至北部湾出海口(北部湾港、洋浦港),自重庆经怀化、柳州至北部湾出海口,自成都经泸州(宜宾)、百色至北部湾出海口三条通路;

(2)三条出边联运辅助通道:南宁经友谊关至越南河内、防城港经东兴至越南河内、百色经龙邦至越南河内的三条跨境陆路综合运输通道。

2.广西北部湾国际门户港重点工程:枢纽提升工程、国际航运物流枢纽工程、江海边联动工程、海铁联运示范工程、临港产业集聚工程、智慧港口工程。 

支持各类开放平台建设。加强与共建“一带一路”国家在交通、信息、港口、园区、金融、内陆无水港等方面合作,发挥好中国(广西)自由贸易试验区牵引集成作用,推动形成制度型开放新优势。保障中国(广西)自由贸易试验区、面向东盟的金融开放门户、综合保税区、重点开发开放试验区、边境经济合作区、对外开放边境口岸、经济技术开发区以及其他对外开放平台的空间需求。 

专栏17  重点保障的各类开放平台 

1.中国(广西)自由贸易试验区:南宁、钦州港、崇左三大片区;

2.面向东盟的金融开放门户:南宁、北海、钦州、防城港市;

3.综合保税区:南宁、凭祥、北海、钦州、梧州综合保税区和规划期新增综合保税区;

4.重点开发开放试验区:百色、东兴、凭祥重点开发开放试验区和规划期新增重点开发开放试验区;

5.边境经济合作区:东兴、凭祥、龙州、靖西、防城港等边境经济合作区和规划期新增边境经济合作区;

6.对外开放边境口岸:友谊关、凭祥、水口、爱店、硕龙、峒中、东兴、龙邦、平孟等9个对外开放口岸和平而关、科甲、岳圩等3个待开放口岸;

7.经济技术开发区:南宁经济技术开发区、广西—东盟经济技术开发区、钦州港经济技术开发区、中国—马来西亚钦州产业园区、北海经济技术开发区等5个国家级经济技术开发区,柳州经济技术开发区、柳州市柳江经济技术开发区、桂林经济技术开发区、梧州经济技术开发区、北海铁山港经济技术开发区、防城港经济技术开发区、玉林经济技术开发区、平果经济技术开发区等8个自治区级经济技术开发区和规划期新增经济技术开发区;

8.其他对外开放平台:中越跨境经济合作区、边境旅游试验区、跨境旅游合作区、沿边金融综合改革试验区、国际医学开放试验区等现有和新增开放平台。 

强化与东盟国家及RCEP其他成员国的多领域合作。充分利用国内国际两个市场两种资源,深度融入国家内需体系,支持构建面向东盟国家及RCEP其他成员国、更好服务共建“一带一路”开放合作高地和国内国际双循环重要节点枢纽。全面落实《中国—东盟战略伙伴关系2030年愿景》和相关行动计划,在生物多样性保护、文化旅游、海洋灾害防治、可持续城市化、矿业和地理信息领域、国际通信业务等方面积极开展合作,服务构建更为紧密的中国—东盟命运共同体。 

加快对接RCEP经贸新规则,全面支撑对外开放合作。推动建设高质量实施RCEP示范区,打造高水平开放示范平台。支持RCEP(南宁)国际博览中心、企业服务中心、“一站式”贸易投资服务平台等重点项目建设,全面增强面向东盟国家和RCEP其他成员国开放合作的支撑能力。重点支持“加工贸易+”计划引进的长江经济带、粤港澳大湾区企业落户广西,为承接东部产业转移提供空间保障,加大力度推进邻接口岸的加工、物流园区和专业市场建设,“以贸带产”助力沿边地区加快形成产业经济带。 

推进与越南开展以世界文化遗产、自然特色景观为依托的跨境文化旅游。加快构建中越边境地区不同类型、不同主题的跨境文化旅游线路,以跨境旅游合作区为抓手,积极探索中越边境口岸旅游通关便利化新举措,完善跨境旅游管理服务体系,提升跨境旅游国际化合作水平。 
